player_id,level_completed,time_spent,actions_taken,difficulty,last_level_attempts,average_level_time,last_level_cleared,score,Next_level,NLOD
238,9,101,get_help,4,3,11.22222222222222,0,458,9,4
239,9,44,level_up,2,3,4.888888888888889,0,454,9,2
240,3,17,restart,3,6,5.666666666666667,0,156,3,2
241,3,57,restart,5,8,19.0,0,160,3,4
242,3,12,play,3,7,4.0,0,156,3,2
243,4,80,level_up,1,4,20.0,0,202,4,1
244,8,216,get_help,6,4,27.0,0,412,8,6
245,6,264,get_help,4,10,44.0,0,308,6,3
246,8,149,quit,3,2,18.625,0,406,8,3
247,1,81,quit,5,1,81.0,0,60,1,5
248,8,215,get_help,1,9,26.875,0,402,8,1
249,4,198,get_help,2,2,49.5,0,204,4,2
250,1,200,level_up,2,8,200.0,0,54,1,1
251,8,25,restart,5,9,3.125,0,410,8,4
252,4,89,quit,1,4,22.25,0,202,4,1
253,6,268,restart,4,8,44.66666666666666,0,308,6,3
254,8,143,level_up,3,9,17.875,0,406,8,2
255,4,59,get_help,1,10,14.75,0,202,4,1
256,3,26,restart,2,10,8.666666666666666,0,154,3,1
257,9,47,get_help,5,5,5.222222222222222,0,460,9,5
258,3,288,get_help,5,7,96.0,0,160,3,4
259,9,266,play,3,10,29.55555555555556,0,456,9,2
260,2,16,restart,5,4,8.0,0,110,2,5
261,2,199,restart,5,1,99.5,0,110,2,5
262,2,282,get_help,1,3,141.0,0,102,2,1
263,6,86,level_up,4,5,14.333333333333334,0,308,6,4
264,3,250,play,3,3,83.33333333333333,0,156,3,3
265,9,270,get_help,1,7,30.0,0,452,9,1
266,4,117,quit,4,9,29.25,0,208,4,3
267,1,7,quit,1,6,7.0,0,52,1,1
268,4,137,play,6,10,34.25,0,212,4,5
269,1,176,level_up,1,1,176.0,0,52,1,1
270,5,215,get_help,5,7,43.0,0,260,5,4
271,4,82,restart,4,3,20.5,0,208,4,4
272,8,223,play,3,5,27.875,0,406,8,3
273,8,103,level_up,3,10,12.875,0,406,8,2
274,7,273,restart,4,4,39.0,0,358,7,4
275,3,14,quit,5,10,4.666666666666667,0,160,3,4
276,1,159,quit,2,5,159.0,0,54,1,2
277,1,152,restart,1,5,152.0,0,52,1,1
278,3,108,play,5,6,36.0,0,160,3,4
279,6,188,quit,6,10,31.33333333333333,0,312,6,5
280,7,98,get_help,4,10,14.0,0,358,7,3
281,6,131,restart,1,6,21.83333333333333,0,302,6,1
282,6,293,restart,3,8,48.833333333333336,0,306,6,2
283,6,171,quit,2,8,28.5,0,304,6,1
284,3,183,play,6,9,61.0,0,162,3,5
285,6,39,get_help,3,8,6.5,0,306,6,2
286,8,15,play,4,2,1.875,0,408,8,4
287,2,4,level_up,1,10,2.0,0,102,2,1
288,5,210,level_up,4,1,42.0,0,258,5,4
289,1,161,quit,1,10,161.0,0,52,1,1
290,1,16,quit,5,2,16.0,0,60,1,5
291,5,108,quit,2,2,21.6,0,254,5,2
292,3,227,level_up,5,3,75.66666666666667,0,160,3,5
293,4,170,play,5,10,42.5,0,210,4,4
294,3,34,play,4,7,11.333333333333334,0,158,3,3
295,1,251,quit,2,2,251.0,0,54,1,2
296,1,247,get_help,1,1,247.0,0,52,1,1
297,5,269,play,1,6,53.8,0,252,5,1
298,6,141,level_up,6,9,23.5,0,312,6,5
299,3,274,restart,3,3,91.33333333333331,0,156,3,3
300,9,96,restart,6,6,10.666666666666666,0,462,9,5
301,5,227,restart,6,3,45.4,0,262,5,6
302,8,39,get_help,1,1,4.875,0,402,8,1
303,1,29,quit,4,5,29.0,0,58,1,4
304,5,245,level_up,5,10,49.0,0,260,5,4
305,3,236,get_help,5,4,78.66666666666667,0,160,3,5
306,1,185,level_up,5,7,185.0,0,60,1,4
307,4,272,level_up,2,6,68.0,0,204,4,1
308,5,236,quit,1,10,47.2,0,252,5,1
309,7,239,restart,4,7,34.142857142857146,0,358,7,3
310,1,266,quit,2,5,266.0,0,54,1,2
311,3,65,get_help,3,4,21.666666666666668,0,156,3,3
312,2,177,get_help,4,7,88.5,0,108,2,3
313,9,3,get_help,6,7,0.3333333333333333,0,462,9,5
314,10,142,quit,4,6,14.2,1,508,11,5
315,6,158,level_up,4,8,26.33333333333333,0,308,6,3
316,10,146,level_up,5,4,14.6,1,510,11,6
317,3,293,play,4,10,97.66666666666669,0,158,3,3
318,8,153,get_help,6,5,19.125,0,412,8,6
319,8,193,level_up,6,4,24.125,0,412,8,6
320,2,73,play,1,1,36.5,0,102,2,1
321,6,140,level_up,4,8,23.33333333333333,0,308,6,3
322,7,187,get_help,5,1,26.714285714285715,0,360,7,5
323,2,293,restart,4,5,146.5,0,108,2,4
324,10,61,get_help,3,6,6.1,1,506,11,4
325,2,198,quit,3,6,99.0,0,106,2,2
326,10,295,level_up,5,5,29.5,1,510,11,6
327,1,11,level_up,1,3,11.0,0,52,1,1
328,8,62,quit,1,5,7.75,0,402,8,1
329,1,226,quit,6,8,226.0,0,62,1,5
330,9,153,restart,6,2,17.0,0,462,9,6
331,6,199,level_up,2,6,33.166666666666664,0,304,6,1
332,7,52,level_up,5,9,7.428571428571429,0,360,7,4
333,10,260,restart,4,8,26.0,1,508,11,5
334,7,59,play,5,8,8.428571428571429,0,360,7,4
335,10,72,restart,2,8,7.2,1,504,11,3
336,3,148,get_help,6,7,49.333333333333336,0,162,3,5
337,2,63,level_up,5,8,31.5,0,110,2,4
338,9,243,quit,5,6,27.0,0,460,9,4
339,8,107,get_help,6,2,13.375,0,412,8,6
340,10,226,level_up,2,2,22.6,1,504,11,3
341,7,218,restart,6,8,31.142857142857142,0,362,7,5
342,9,241,get_help,1,1,26.77777777777778,0,452,9,1
343,4,259,level_up,4,6,64.75,0,208,4,3
344,4,262,play,6,6,65.5,0,212,4,5
345,1,5,play,2,4,5.0,0,54,1,2
346,8,261,quit,3,10,32.625,0,406,8,2
347,3,54,level_up,1,3,18.0,0,152,3,1
348,7,47,play,3,3,6.714285714285714,0,356,7,3
349,2,215,restart,6,1,107.5,0,112,2,6
350,2,177,level_up,1,3,88.5,0,102,2,1
351,7,9,restart,4,4,1.2857142857142858,0,358,7,4
352,6,99,restart,6,5,16.5,0,312,6,6
353,3,20,play,4,3,6.666666666666667,0,158,3,4
354,9,241,level_up,5,6,26.77777777777778,0,460,9,4
355,10,61,get_help,3,5,6.1,1,506,11,4
356,6,178,play,1,3,29.666666666666668,0,302,6,1
357,10,62,play,4,6,6.2,1,508,11,5
358,10,145,level_up,2,6,14.5,1,504,11,3
359,6,216,level_up,4,8,36.0,0,308,6,3
360,1,3,restart,2,2,3.0,0,54,1,2
361,4,160,level_up,6,1,40.0,0,212,4,6
362,10,227,restart,1,4,22.7,1,502,11,2
363,6,269,play,4,7,44.833333333333336,0,308,6,3
364,6,120,quit,4,10,20.0,0,308,6,3
365,5,89,get_help,1,3,17.8,0,252,5,1
366,1,68,play,4,3,68.0,0,58,1,4
367,8,98,level_up,2,5,12.25,0,404,8,2
368,5,267,get_help,4,5,53.4,0,258,5,4
369,5,105,quit,3,10,21.0,0,256,5,2
370,7,123,quit,6,3,17.571428571428573,0,362,7,6
371,4,29,restart,5,9,7.25,0,210,4,4
372,6,137,get_help,2,4,22.83333333333333,0,304,6,2
373,4,195,restart,3,3,48.75,0,206,4,3
374,3,226,play,6,2,75.33333333333333,0,162,3,6
375,7,170,get_help,1,10,24.285714285714285,0,352,7,1
376,8,9,play,2,9,1.125,0,404,8,1
377,4,40,restart,5,4,10.0,0,210,4,5
378,2,25,get_help,6,3,12.5,0,112,2,6
379,10,261,restart,5,7,26.1,1,510,11,6
380,3,226,get_help,1,8,75.33333333333333,0,152,3,1
381,1,124,restart,1,2,124.0,0,52,1,1
382,8,38,quit,2,7,4.75,0,404,8,1
383,3,251,restart,4,5,83.66666666666667,0,158,3,4
384,10,176,quit,1,5,17.6,1,502,11,2
385,7,90,restart,6,3,12.857142857142858,0,362,7,6
386,10,37,get_help,4,5,3.7,1,508,11,5
387,5,176,get_help,3,2,35.2,0,256,5,3
388,10,284,get_help,5,4,28.4,1,510,11,6
389,5,81,level_up,4,6,16.2,0,258,5,3
390,7,114,play,5,1,16.285714285714285,0,360,7,5
391,9,40,get_help,4,10,4.444444444444445,0,458,9,3
392,5,224,quit,3,4,44.8,0,256,5,3
393,1,115,get_help,1,6,115.0,0,52,1,1
394,10,186,level_up,3,9,18.6,1,506,11,4
395,10,56,quit,1,2,5.6,1,502,11,2
396,1,40,level_up,1,7,40.0,0,52,1,1
397,2,40,quit,5,6,20.0,0,110,2,4
398,6,237,restart,6,2,39.5,0,312,6,6
399,9,289,play,3,8,32.111111111111114,0,456,9,2
400,8,262,play,4,7,32.75,0,408,8,3
401,5,216,level_up,3,5,43.2,0,256,5,3
402,1,147,play,5,5,147.0,0,60,1,5
403,7,168,level_up,1,7,24.0,0,352,7,1
404,5,92,level_up,5,9,18.4,0,260,5,4
405,6,59,level_up,2,9,9.833333333333334,0,304,6,1
406,7,59,play,2,9,8.428571428571429,0,354,7,1
407,3,169,level_up,4,6,56.333333333333336,0,158,3,3
408,10,269,play,5,10,26.9,1,510,11,6
409,3,45,level_up,4,6,15.0,0,158,3,3
410,5,181,get_help,4,3,36.2,0,258,5,4
411,6,170,level_up,2,1,28.33333333333333,0,304,6,2
412,9,191,quit,4,7,21.22222222222222,0,458,9,3
413,5,155,level_up,2,4,31.0,0,254,5,2
414,1,188,restart,1,1,188.0,0,52,1,1
415,4,7,level_up,5,8,1.75,0,210,4,4
416,5,133,quit,4,6,26.6,0,258,5,3
417,10,235,quit,2,6,23.5,1,504,11,3
418,10,45,play,3,2,4.5,1,506,11,4
419,5,249,get_help,4,1,49.8,0,258,5,4
420,7,31,level_up,6,2,4.428571428571429,0,362,7,6
421,4,23,play,1,4,5.75,0,202,4,1
422,1,160,get_help,1,2,160.0,0,52,1,1
423,5,158,level_up,3,1,31.6,0,256,5,3
424,7,39,restart,2,7,5.571428571428571,0,354,7,1
425,10,82,level_up,4,8,8.2,1,508,11,5
426,10,258,quit,2,6,25.8,1,504,11,3
427,6,206,quit,1,4,34.333333333333336,0,302,6,1
428,5,77,restart,2,6,15.4,0,254,5,1
429,4,12,play,1,3,3.0,0,202,4,1
430,2,295,get_help,2,8,147.5,0,104,2,1
431,4,224,level_up,3,10,56.0,0,206,4,2
432,10,13,quit,5,2,1.3,1,510,11,6
433,10,46,play,3,5,4.6,1,506,11,4
434,3,155,restart,3,1,51.66666666666666,0,156,3,3
435,10,113,quit,5,6,11.3,1,510,11,6
436,1,233,restart,5,2,233.0,0,60,1,5
437,8,17,level_up,4,4,2.125,0,408,8,4
438,5,223,get_help,4,6,44.6,0,258,5,3
439,4,188,quit,3,10,47.0,0,206,4,2
440,8,163,quit,3,8,20.375,0,406,8,2
441,7,74,level_up,1,8,10.571428571428571,0,352,7,1
442,2,233,play,1,6,116.5,0,102,2,1
443,1,224,get_help,4,4,224.0,0,58,1,4
444,4,60,quit,6,8,15.0,0,212,4,5
445,8,222,get_help,6,8,27.75,0,412,8,5
446,2,37,quit,4,10,18.5,0,108,2,3
447,3,278,get_help,1,1,92.66666666666669,0,152,3,1
448,1,196,restart,1,4,196.0,0,52,1,1
449,1,242,quit,6,4,242.0,0,62,1,6
450,3,219,get_help,2,7,73.0,0,154,3,1
451,5,192,play,2,7,38.4,0,254,5,1
452,3,17,restart,1,8,5.666666666666667,0,152,3,1
453,1,12,restart,2,5,12.0,0,54,1,2
454,1,193,play,5,7,193.0,0,60,1,4
455,8,22,get_help,4,8,2.75,0,408,8,3
456,10,120,level_up,4,9,12.0,1,508,11,5
457,2,210,play,1,3,105.0,0,102,2,1
458,3,270,get_help,3,3,90.0,0,156,3,3
459,2,192,play,6,4,96.0,0,112,2,6
460,3,175,play,1,5,58.333333333333336,0,152,3,1
461,7,285,quit,2,10,40.71428571428572,0,354,7,1
462,1,204,get_help,6,1,204.0,0,62,1,6
463,10,164,level_up,3,7,16.4,1,506,11,4
464,8,251,quit,2,9,31.375,0,404,8,1
465,10,227,play,5,8,22.7,1,510,11,6
466,10,7,play,2,5,0.7,1,504,11,3
467,10,29,play,5,4,2.9,1,510,11,6
468,2,33,get_help,6,7,16.5,0,112,2,5
469,3,134,get_help,5,5,44.66666666666666,0,160,3,5
470,9,79,quit,6,7,8.777777777777779,0,462,9,5
471,7,58,level_up,6,1,8.285714285714286,0,362,7,6
472,4,26,quit,6,1,6.5,0,212,4,6
473,10,226,restart,6,10,22.6,1,512,11,6
474,5,285,play,6,3,57.0,0,262,5,6
475,2,4,play,2,2,2.0,0,104,2,2
476,8,99,play,6,2,12.375,0,412,8,6
477,4,39,quit,2,7,9.75,0,204,4,1
478,9,271,quit,6,10,30.11111111111111,0,462,9,5
479,5,285,play,5,2,57.0,0,260,5,5
480,9,157,quit,6,4,17.444444444444443,0,462,9,6
481,4,75,get_help,3,2,18.75,0,206,4,3
482,10,288,get_help,6,6,28.8,1,512,11,6
483,5,130,quit,6,8,26.0,0,262,5,5
484,9,175,play,5,10,19.444444444444443,0,460,9,4
485,8,84,quit,4,4,10.5,0,408,8,4
486,3,22,quit,5,5,7.333333333333333,0,160,3,5
487,1,27,quit,3,4,27.0,0,56,1,3
488,3,195,restart,4,3,65.0,0,158,3,4
489,4,236,get_help,1,5,59.0,0,202,4,1
490,2,92,level_up,1,9,46.0,0,102,2,1
491,1,21,level_up,3,8,21.0,0,56,1,2
492,7,84,restart,5,8,12.0,0,360,7,4
493,8,262,quit,2,8,32.75,0,404,8,1
494,7,147,restart,3,8,21.0,0,356,7,2
495,5,257,restart,4,7,51.4,0,258,5,3
496,1,58,play,4,8,58.0,0,58,1,3
497,7,15,get_help,6,8,2.142857142857143,0,362,7,5
498,7,162,level_up,1,8,23.142857142857142,0,352,7,1
499,9,163,quit,4,10,18.11111111111111,0,458,9,3
500,3,281,level_up,3,7,93.66666666666669,0,156,3,2
501,9,280,level_up,4,1,31.11111111111111,0,458,9,4
502,1,12,get_help,3,4,12.0,0,56,1,3
503,1,274,level_up,2,4,274.0,0,54,1,2
504,4,271,level_up,6,5,67.75,0,212,4,6
505,9,208,restart,1,10,23.11111111111111,0,452,9,1
506,6,27,get_help,4,6,4.5,0,308,6,3
507,3,72,play,3,4,24.0,0,156,3,3
508,1,60,quit,5,2,60.0,0,60,1,5
509,4,145,level_up,1,6,36.25,0,202,4,1
510,9,93,quit,2,8,10.333333333333334,0,454,9,1
511,3,8,play,3,8,2.6666666666666665,0,156,3,2
512,9,79,quit,6,7,8.777777777777779,0,462,9,5
513,7,27,play,6,6,3.857142857142857,0,362,7,5
514,4,174,restart,2,2,43.5,0,204,4,2
515,3,50,level_up,2,7,16.666666666666668,0,154,3,1
516,10,199,play,6,5,19.9,1,512,11,6
517,5,181,quit,4,6,36.2,0,258,5,3
518,5,24,level_up,4,10,4.8,0,258,5,3
519,3,46,restart,3,8,15.333333333333334,0,156,3,2
520,9,15,level_up,5,8,1.6666666666666667,0,460,9,4
521,4,153,play,3,3,38.25,0,206,4,3
522,5,222,restart,5,7,44.4,0,260,5,4
523,4,206,quit,2,1,51.5,0,204,4,2
