player_id,level_completed,time_spent,actions_taken,difficulty,last_level_attempts,average_level_time,last_level_cleared,score
48,4,150,get_help,4,10,37.5,0,208
49,7,154,restart,4,6,22.0,0,358
50,8,156,quit,4,10,19.5,0,408
51,3,49,level_up,6,8,16.333333333333332,0,162
52,1,84,restart,2,4,84.0,0,54
53,4,177,restart,4,2,44.25,0,208
54,2,148,get_help,6,5,74.0,0,112
55,8,118,restart,3,2,14.75,0,406
56,4,63,quit,1,2,15.75,0,202
57,2,189,quit,6,6,94.5,0,112
58,6,49,play,3,10,8.166666666666666,0,306
59,6,257,quit,3,9,42.833333333333336,0,306
60,10,224,restart,1,4,22.4,1,502
61,4,141,quit,3,6,35.25,0,206
62,6,215,get_help,2,7,35.833333333333336,0,304
63,2,211,play,1,6,105.5,0,102
64,10,32,restart,3,8,3.2,1,506
65,2,158,play,5,4,79.0,0,110
66,10,285,restart,6,1,28.5,1,512
67,4,286,get_help,3,7,71.5,0,206
68,8,144,play,2,3,18.0,0,404
69,7,19,level_up,4,6,2.7142857142857144,0,358
70,9,18,restart,3,2,2.0,0,456
71,8,257,level_up,4,9,32.125,0,408
72,5,78,play,5,1,15.6,0,260
73,2,175,level_up,3,6,87.5,0,106
74,5,194,level_up,1,6,38.8,0,252
75,8,113,play,4,5,14.125,0,408
76,10,114,get_help,5,5,11.4,1,510
77,9,222,level_up,1,1,24.666666666666668,0,452
78,9,166,level_up,1,10,18.444444444444443,0,452
79,1,132,get_help,1,5,132.0,0,52
80,9,264,level_up,1,2,29.333333333333332,0,452
81,7,55,level_up,3,7,7.857142857142857,0,356
82,9,131,level_up,6,3,14.555555555555555,0,462
83,8,288,quit,3,4,36.0,0,406
84,1,266,get_help,3,3,266.0,0,56
85,8,162,level_up,5,3,20.25,0,410
86,8,87,get_help,5,4,10.875,0,410
87,3,55,restart,6,5,18.333333333333332,0,162
88,1,288,restart,5,1,288.0,0,60
89,8,178,level_up,2,4,22.25,0,404
90,3,8,get_help,6,8,2.6666666666666665,0,162
91,3,247,get_help,5,10,82.33333333333333,0,160
92,1,255,get_help,6,7,255.0,0,62
93,5,54,quit,3,9,10.8,0,256
94,10,249,restart,3,5,24.9,1,506
95,7,239,get_help,6,10,34.142857142857146,0,362
96,10,229,get_help,2,4,22.9,1,504
97,9,67,quit,2,8,7.444444444444445,0,454
98,7,51,quit,6,9,7.285714285714286,0,362
99,9,97,get_help,5,7,10.777777777777779,0,460
100,8,92,play,4,7,11.5,0,408
101,2,264,get_help,2,5,132.0,0,104
102,1,291,get_help,1,4,291.0,0,52
103,7,96,quit,3,10,13.714285714285714,0,356
104,7,88,quit,6,1,12.571428571428571,0,362
105,8,78,get_help,1,10,9.75,0,402
106,5,288,get_help,6,10,57.6,0,262
107,3,120,get_help,3,7,40.0,0,156
108,8,165,quit,3,1,20.625,0,406
109,6,182,get_help,2,1,30.333333333333332,0,304
110,3,223,get_help,2,5,74.33333333333333,0,154
111,1,7,level_up,1,9,7.0,0,52
112,3,263,play,6,6,87.66666666666667,0,162
113,5,161,restart,3,3,32.2,0,256
114,3,151,play,1,3,50.333333333333336,0,152
115,1,85,level_up,4,7,85.0,0,58
116,5,147,restart,1,6,29.4,0,252
117,10,112,get_help,5,9,11.2,1,510
118,7,36,level_up,1,6,5.142857142857143,0,352
119,7,285,get_help,5,5,40.714285714285715,0,360
120,9,188,quit,5,10,20.88888888888889,0,460
121,10,82,level_up,5,7,8.2,1,510
122,10,2,quit,4,1,0.2,1,508
123,3,197,level_up,1,7,65.66666666666667,0,152
124,7,11,level_up,1,3,1.5714285714285714,0,352
125,1,234,quit,4,9,234.0,0,58
126,4,195,restart,3,6,48.75,0,206
127,4,119,play,2,9,29.75,0,204
128,5,20,get_help,1,5,4.0,0,252
129,7,261,level_up,2,7,37.285714285714285,0,354
130,7,293,get_help,6,4,41.857142857142854,0,362
131,4,256,quit,6,7,64.0,0,212
132,7,222,get_help,4,1,31.714285714285715,0,358
133,3,226,quit,6,7,75.33333333333333,0,162
134,6,53,get_help,6,8,8.833333333333334,0,312
135,2,280,play,3,5,140.0,0,106
136,10,81,play,3,2,8.1,1,506
137,9,202,play,3,5,22.444444444444443,0,456
138,5,158,play,6,6,31.6,0,262
139,6,120,play,4,2,20.0,0,308
140,4,59,play,5,6,14.75,0,210
141,10,215,quit,5,6,21.5,1,510
142,7,128,level_up,2,1,18.285714285714285,0,354
143,9,224,get_help,5,1,24.88888888888889,0,460
144,7,209,play,5,10,29.857142857142858,0,360
145,1,115,quit,3,3,115.0,0,56
146,1,209,quit,3,10,209.0,0,56
147,9,14,quit,6,10,1.5555555555555556,0,462
148,9,9,level_up,2,3,1.0,0,454
149,4,40,get_help,1,4,10.0,0,202
150,9,237,level_up,2,2,26.333333333333332,0,454
151,3,281,restart,2,9,93.66666666666667,0,154
152,7,201,quit,4,10,28.714285714285715,0,358
153,6,246,restart,6,7,41.0,0,312
154,8,278,play,4,7,34.75,0,408
155,9,235,play,2,6,26.11111111111111,0,454
156,5,4,level_up,2,3,0.8,0,254
157,1,154,get_help,2,6,154.0,0,54
158,3,29,restart,5,8,9.666666666666666,0,160
159,10,109,get_help,4,8,10.9,1,508
160,8,98,level_up,2,9,12.25,0,404
161,6,215,play,3,1,35.833333333333336,0,306
162,8,293,get_help,6,1,36.625,0,412
163,9,75,get_help,6,3,8.333333333333334,0,462
164,4,146,play,3,3,36.5,0,206
165,1,128,restart,6,10,128.0,0,62
166,1,42,play,5,8,42.0,0,60
167,10,41,get_help,5,10,4.1,1,510
168,4,34,restart,1,1,8.5,0,202
169,7,17,restart,1,2,2.4285714285714284,0,352
170,2,165,play,1,2,82.5,0,102
171,3,153,get_help,6,3,51.0,0,162
172,1,76,level_up,5,6,76.0,0,60
173,5,87,get_help,5,1,17.4,0,260
174,1,117,quit,5,2,117.0,0,60
175,8,27,level_up,3,1,3.375,0,406
176,1,287,restart,5,5,287.0,0,60
177,1,134,level_up,3,7,134.0,0,56
178,2,219,restart,1,8,109.5,0,102
179,2,168,restart,1,10,84.0,0,102
180,6,98,level_up,6,1,16.333333333333332,0,312
181,7,268,restart,1,7,38.285714285714285,0,352
182,5,237,restart,6,5,47.4,0,262
183,1,173,quit,2,10,173.0,0,54
184,1,190,get_help,2,1,190.0,0,54
185,3,122,get_help,4,3,40.666666666666664,0,158
186,2,46,quit,6,7,23.0,0,112
187,5,64,level_up,4,10,12.8,0,258
188,10,130,play,4,1,13.0,1,508
189,6,193,play,2,7,32.166666666666664,0,304
190,7,181,play,6,5,25.857142857142858,0,362
191,4,292,quit,2,1,73.0,0,204
192,7,282,quit,4,1,40.285714285714285,0,358
193,8,29,restart,6,1,3.625,0,412
194,1,149,play,4,9,149.0,0,58
195,6,267,level_up,5,3,44.5,0,310
196,8,296,level_up,6,5,37.0,0,412
197,5,11,play,6,10,2.2,0,262
198,4,164,play,4,9,41.0,0,208
199,2,113,play,5,6,56.5,0,110
200,6,187,quit,3,9,31.166666666666668,0,306
201,6,295,quit,2,8,49.166666666666664,0,304
202,1,232,quit,4,8,232.0,0,58
203,9,227,get_help,6,1,25.22222222222222,0,462
204,6,98,level_up,2,9,16.333333333333332,0,304
205,3,55,level_up,2,6,18.333333333333332,0,154
206,4,111,restart,2,9,27.75,0,204
207,4,152,quit,3,3,38.0,0,206
208,3,246,get_help,1,3,82.0,0,152
209,10,69,get_help,4,6,6.9,1,508
210,3,289,level_up,1,9,96.33333333333333,0,152
211,3,250,quit,1,7,83.33333333333333,0,152
212,4,36,restart,1,3,9.0,0,202
213,7,239,quit,2,3,34.142857142857146,0,354
214,4,148,play,5,2,37.0,0,210
215,9,227,quit,2,9,25.22222222222222,0,454
216,1,244,play,2,3,244.0,0,54
217,8,201,play,6,5,25.125,0,412
218,7,154,restart,6,9,22.0,0,362
219,2,73,level_up,1,8,36.5,0,102
220,8,201,quit,2,2,25.125,0,404
221,1,296,play,1,3,296.0,0,52
222,9,17,quit,6,2,1.8888888888888888,0,462
223,9,129,level_up,5,8,14.333333333333334,0,460
224,2,217,level_up,4,6,108.5,0,108
225,7,61,get_help,1,6,8.714285714285714,0,352
226,10,104,level_up,5,9,10.4,1,510
227,3,42,restart,4,8,14.0,0,158
228,7,25,play,3,4,3.5714285714285716,0,356
229,10,39,get_help,1,4,3.9,1,502
230,9,291,restart,1,9,32.333333333333336,0,452
231,4,131,quit,3,1,32.75,0,206
232,1,229,play,3,2,229.0,0,56
233,2,108,level_up,1,2,54.0,0,102
234,1,172,play,3,6,172.0,0,56
235,5,102,quit,2,4,20.4,0,254
236,5,12,get_help,4,10,2.4,0,258
237,7,275,get_help,4,3,39.285714285714285,0,358
238,9,101,get_help,4,3,11.222222222222221,0,458
239,9,44,level_up,2,3,4.888888888888889,0,454
240,3,17,restart,3,6,5.666666666666667,0,156
241,3,57,restart,5,8,19.0,0,160
242,3,12,play,3,7,4.0,0,156
243,4,80,level_up,1,4,20.0,0,202
244,8,216,get_help,6,4,27.0,0,412
245,6,264,get_help,4,10,44.0,0,308
246,8,149,quit,3,2,18.625,0,406
247,1,81,quit,5,1,81.0,0,60
248,8,215,get_help,1,9,26.875,0,402
249,4,198,get_help,2,2,49.5,0,204
250,1,200,level_up,2,8,200.0,0,54
251,8,25,restart,5,9,3.125,0,410
252,4,89,quit,1,4,22.25,0,202
253,6,268,restart,4,8,44.666666666666664,0,308
254,8,143,level_up,3,9,17.875,0,406
255,4,59,get_help,1,10,14.75,0,202
256,3,26,restart,2,10,8.666666666666666,0,154
257,9,47,get_help,5,5,5.222222222222222,0,460
258,3,288,get_help,5,7,96.0,0,160
259,9,266,play,3,10,29.555555555555557,0,456
260,2,16,restart,5,4,8.0,0,110
261,2,199,restart,5,1,99.5,0,110
262,2,282,get_help,1,3,141.0,0,102
263,6,86,level_up,4,5,14.333333333333334,0,308
264,3,250,play,3,3,83.33333333333333,0,156
265,9,270,get_help,1,7,30.0,0,452
266,4,117,quit,4,9,29.25,0,208
267,1,7,quit,1,6,7.0,0,52
268,4,137,play,6,10,34.25,0,212
269,1,176,level_up,1,1,176.0,0,52
270,5,215,get_help,5,7,43.0,0,260
271,4,82,restart,4,3,20.5,0,208
272,8,223,play,3,5,27.875,0,406
273,8,103,level_up,3,10,12.875,0,406
274,7,273,restart,4,4,39.0,0,358
275,3,14,quit,5,10,4.666666666666667,0,160
276,1,159,quit,2,5,159.0,0,54
277,1,152,restart,1,5,152.0,0,52
278,3,108,play,5,6,36.0,0,160
279,6,188,quit,6,10,31.333333333333332,0,312
280,7,98,get_help,4,10,14.0,0,358
281,6,131,restart,1,6,21.833333333333332,0,302
282,6,293,restart,3,8,48.833333333333336,0,306
283,6,171,quit,2,8,28.5,0,304
284,3,183,play,6,9,61.0,0,162
285,6,39,get_help,3,8,6.5,0,306
286,8,15,play,4,2,1.875,0,408
287,2,4,level_up,1,10,2.0,0,102
288,5,210,level_up,4,1,42.0,0,258
289,1,161,quit,1,10,161.0,0,52
290,1,16,quit,5,2,16.0,0,60
291,5,108,quit,2,2,21.6,0,254
292,3,227,level_up,5,3,75.66666666666667,0,160
293,4,170,play,5,10,42.5,0,210
294,3,34,play,4,7,11.333333333333334,0,158
295,1,251,quit,2,2,251.0,0,54
296,1,247,get_help,1,1,247.0,0,52
297,5,269,play,1,6,53.8,0,252
298,6,141,level_up,6,9,23.5,0,312
299,3,274,restart,3,3,91.33333333333333,0,156
300,9,96,restart,6,6,10.666666666666666,0,462
301,5,227,restart,6,3,45.4,0,262
302,8,39,get_help,1,1,4.875,0,402
303,1,29,quit,4,5,29.0,0,58
304,5,245,level_up,5,10,49.0,0,260
305,3,236,get_help,5,4,78.66666666666667,0,160
306,1,185,level_up,5,7,185.0,0,60
307,4,272,level_up,2,6,68.0,0,204
308,5,236,quit,1,10,47.2,0,252
309,7,239,restart,4,7,34.142857142857146,0,358
310,1,266,quit,2,5,266.0,0,54
311,3,65,get_help,3,4,21.666666666666668,0,156
312,2,177,get_help,4,7,88.5,0,108
313,9,3,get_help,6,7,0.3333333333333333,0,462
314,10,142,quit,4,6,14.2,1,508
315,6,158,level_up,4,8,26.333333333333332,0,308
316,10,146,level_up,5,4,14.6,1,510
317,3,293,play,4,10,97.66666666666667,0,158
318,8,153,get_help,6,5,19.125,0,412
319,8,193,level_up,6,4,24.125,0,412
320,2,73,play,1,1,36.5,0,102
321,6,140,level_up,4,8,23.333333333333332,0,308
322,7,187,get_help,5,1,26.714285714285715,0,360
323,2,293,restart,4,5,146.5,0,108
324,10,61,get_help,3,6,6.1,1,506
325,2,198,quit,3,6,99.0,0,106
326,10,295,level_up,5,5,29.5,1,510
327,1,11,level_up,1,3,11.0,0,52
328,8,62,quit,1,5,7.75,0,402
329,1,226,quit,6,8,226.0,0,62
330,9,153,restart,6,2,17.0,0,462
331,6,199,level_up,2,6,33.166666666666664,0,304
332,7,52,level_up,5,9,7.428571428571429,0,360
333,10,260,restart,4,8,26.0,1,508
334,7,59,play,5,8,8.428571428571429,0,360
335,10,72,restart,2,8,7.2,1,504
336,3,148,get_help,6,7,49.333333333333336,0,162
337,2,63,level_up,5,8,31.5,0,110
338,9,243,quit,5,6,27.0,0,460
339,8,107,get_help,6,2,13.375,0,412
340,10,226,level_up,2,2,22.6,1,504
341,7,218,restart,6,8,31.142857142857142,0,362
342,9,241,get_help,1,1,26.77777777777778,0,452
343,4,259,level_up,4,6,64.75,0,208
344,4,262,play,6,6,65.5,0,212
345,1,5,play,2,4,5.0,0,54
346,8,261,quit,3,10,32.625,0,406
347,3,54,level_up,1,3,18.0,0,152
348,7,47,play,3,3,6.714285714285714,0,356
349,2,215,restart,6,1,107.5,0,112
350,2,177,level_up,1,3,88.5,0,102
351,7,9,restart,4,4,1.2857142857142858,0,358
352,6,99,restart,6,5,16.5,0,312
353,3,20,play,4,3,6.666666666666667,0,158
354,9,241,level_up,5,6,26.77777777777778,0,460
355,10,61,get_help,3,5,6.1,1,506
356,6,178,play,1,3,29.666666666666668,0,302
357,10,62,play,4,6,6.2,1,508
358,10,145,level_up,2,6,14.5,1,504
359,6,216,level_up,4,8,36.0,0,308
360,1,3,restart,2,2,3.0,0,54
361,4,160,level_up,6,1,40.0,0,212
362,10,227,restart,1,4,22.7,1,502
363,6,269,play,4,7,44.833333333333336,0,308
364,6,120,quit,4,10,20.0,0,308
365,5,89,get_help,1,3,17.8,0,252
366,1,68,play,4,3,68.0,0,58
367,8,98,level_up,2,5,12.25,0,404
368,5,267,get_help,4,5,53.4,0,258
369,5,105,quit,3,10,21.0,0,256
370,7,123,quit,6,3,17.571428571428573,0,362
371,4,29,restart,5,9,7.25,0,210
372,6,137,get_help,2,4,22.833333333333332,0,304
373,4,195,restart,3,3,48.75,0,206
374,3,226,play,6,2,75.33333333333333,0,162
375,7,170,get_help,1,10,24.285714285714285,0,352
376,8,9,play,2,9,1.125,0,404
377,4,40,restart,5,4,10.0,0,210
378,2,25,get_help,6,3,12.5,0,112
379,10,261,restart,5,7,26.1,1,510
380,3,226,get_help,1,8,75.33333333333333,0,152
381,1,124,restart,1,2,124.0,0,52
382,8,38,quit,2,7,4.75,0,404
383,3,251,restart,4,5,83.66666666666667,0,158
384,10,176,quit,1,5,17.6,1,502
385,7,90,restart,6,3,12.857142857142858,0,362
386,10,37,get_help,4,5,3.7,1,508
387,5,176,get_help,3,2,35.2,0,256
388,10,284,get_help,5,4,28.4,1,510
389,5,81,level_up,4,6,16.2,0,258
390,7,114,play,5,1,16.285714285714285,0,360
391,9,40,get_help,4,10,4.444444444444445,0,458
392,5,224,quit,3,4,44.8,0,256
393,1,115,get_help,1,6,115.0,0,52
394,10,186,level_up,3,9,18.6,1,506
395,10,56,quit,1,2,5.6,1,502
396,1,40,level_up,1,7,40.0,0,52
397,2,40,quit,5,6,20.0,0,110
398,6,237,restart,6,2,39.5,0,312
399,9,289,play,3,8,32.111111111111114,0,456
400,8,262,play,4,7,32.75,0,408
401,5,216,level_up,3,5,43.2,0,256
402,1,147,play,5,5,147.0,0,60
403,7,168,level_up,1,7,24.0,0,352
404,5,92,level_up,5,9,18.4,0,260
405,6,59,level_up,2,9,9.833333333333334,0,304
406,7,59,play,2,9,8.428571428571429,0,354
407,3,169,level_up,4,6,56.333333333333336,0,158
408,10,269,play,5,10,26.9,1,510
409,3,45,level_up,4,6,15.0,0,158
410,5,181,get_help,4,3,36.2,0,258
411,6,170,level_up,2,1,28.333333333333332,0,304
412,9,191,quit,4,7,21.22222222222222,0,458
413,5,155,level_up,2,4,31.0,0,254
414,1,188,restart,1,1,188.0,0,52
415,4,7,level_up,5,8,1.75,0,210
416,5,133,quit,4,6,26.6,0,258
417,10,235,quit,2,6,23.5,1,504
418,10,45,play,3,2,4.5,1,506
419,5,249,get_help,4,1,49.8,0,258
420,7,31,level_up,6,2,4.428571428571429,0,362
421,4,23,play,1,4,5.75,0,202
422,1,160,get_help,1,2,160.0,0,52
423,5,158,level_up,3,1,31.6,0,256
424,7,39,restart,2,7,5.571428571428571,0,354
425,10,82,level_up,4,8,8.2,1,508
426,10,258,quit,2,6,25.8,1,504
427,6,206,quit,1,4,34.333333333333336,0,302
428,5,77,restart,2,6,15.4,0,254
429,4,12,play,1,3,3.0,0,202
430,2,295,get_help,2,8,147.5,0,104
431,4,224,level_up,3,10,56.0,0,206
432,10,13,quit,5,2,1.3,1,510
433,10,46,play,3,5,4.6,1,506
434,3,155,restart,3,1,51.666666666666664,0,156
435,10,113,quit,5,6,11.3,1,510
436,1,233,restart,5,2,233.0,0,60
437,8,17,level_up,4,4,2.125,0,408
438,5,223,get_help,4,6,44.6,0,258
439,4,188,quit,3,10,47.0,0,206
440,8,163,quit,3,8,20.375,0,406
441,7,74,level_up,1,8,10.571428571428571,0,352
442,2,233,play,1,6,116.5,0,102
443,1,224,get_help,4,4,224.0,0,58
444,4,60,quit,6,8,15.0,0,212
445,8,222,get_help,6,8,27.75,0,412
446,2,37,quit,4,10,18.5,0,108
447,3,278,get_help,1,1,92.66666666666667,0,152
448,1,196,restart,1,4,196.0,0,52
449,1,242,quit,6,4,242.0,0,62
450,3,219,get_help,2,7,73.0,0,154
451,5,192,play,2,7,38.4,0,254
452,3,17,restart,1,8,5.666666666666667,0,152
453,1,12,restart,2,5,12.0,0,54
454,1,193,play,5,7,193.0,0,60
455,8,22,get_help,4,8,2.75,0,408
456,10,120,level_up,4,9,12.0,1,508
457,2,210,play,1,3,105.0,0,102
458,3,270,get_help,3,3,90.0,0,156
459,2,192,play,6,4,96.0,0,112
460,3,175,play,1,5,58.333333333333336,0,152
461,7,285,quit,2,10,40.714285714285715,0,354
462,1,204,get_help,6,1,204.0,0,62
463,10,164,level_up,3,7,16.4,1,506
464,8,251,quit,2,9,31.375,0,404
465,10,227,play,5,8,22.7,1,510
466,10,7,play,2,5,0.7,1,504
467,10,29,play,5,4,2.9,1,510
468,2,33,get_help,6,7,16.5,0,112
469,3,134,get_help,5,5,44.666666666666664,0,160
470,9,79,quit,6,7,8.777777777777779,0,462
471,7,58,level_up,6,1,8.285714285714286,0,362
472,4,26,quit,6,1,6.5,0,212
473,10,226,restart,6,10,22.6,1,512
474,5,285,play,6,3,57.0,0,262
475,2,4,play,2,2,2.0,0,104
476,8,99,play,6,2,12.375,0,412
477,4,39,quit,2,7,9.75,0,204
478,9,271,quit,6,10,30.11111111111111,0,462
479,5,285,play,5,2,57.0,0,260
480,9,157,quit,6,4,17.444444444444443,0,462
481,4,75,get_help,3,2,18.75,0,206
482,10,288,get_help,6,6,28.8,1,512
483,5,130,quit,6,8,26.0,0,262
484,9,175,play,5,10,19.444444444444443,0,460
485,8,84,quit,4,4,10.5,0,408
486,3,22,quit,5,5,7.333333333333333,0,160
487,1,27,quit,3,4,27.0,0,56
488,3,195,restart,4,3,65.0,0,158
489,4,236,get_help,1,5,59.0,0,202
490,2,92,level_up,1,9,46.0,0,102
491,1,21,level_up,3,8,21.0,0,56
492,7,84,restart,5,8,12.0,0,360
493,8,262,quit,2,8,32.75,0,404
494,7,147,restart,3,8,21.0,0,356
495,5,257,restart,4,7,51.4,0,258
496,1,58,play,4,8,58.0,0,58
497,7,15,get_help,6,8,2.142857142857143,0,362
498,7,162,level_up,1,8,23.142857142857142,0,352
499,9,163,quit,4,10,18.11111111111111,0,458
500,3,281,level_up,3,7,93.66666666666667,0,156
501,9,280,level_up,4,1,31.11111111111111,0,458
502,1,12,get_help,3,4,12.0,0,56
503,1,274,level_up,2,4,274.0,0,54
504,4,271,level_up,6,5,67.75,0,212
505,9,208,restart,1,10,23.11111111111111,0,452
506,6,27,get_help,4,6,4.5,0,308
507,3,72,play,3,4,24.0,0,156
508,1,60,quit,5,2,60.0,0,60
509,4,145,level_up,1,6,36.25,0,202
510,9,93,quit,2,8,10.333333333333334,0,454
511,3,8,play,3,8,2.6666666666666665,0,156
512,9,79,quit,6,7,8.777777777777779,0,462
513,7,27,play,6,6,3.857142857142857,0,362
514,4,174,restart,2,2,43.5,0,204
515,3,50,level_up,2,7,16.666666666666668,0,154
516,10,199,play,6,5,19.9,1,512
517,5,181,quit,4,6,36.2,0,258
518,5,24,level_up,4,10,4.8,0,258
519,3,46,restart,3,8,15.333333333333334,0,156
520,9,15,level_up,5,8,1.6666666666666667,0,460
521,4,153,play,3,3,38.25,0,206
522,5,222,restart,5,7,44.4,0,260
523,4,206,quit,2,1,51.5,0,204
524,5,273,restart,1,1,54.6,0,252
525,7,236,restart,3,7,33.714285714285715,0,356
526,9,228,get_help,3,10,25.333333333333332,0,456
527,7,9,restart,5,9,1.2857142857142858,0,360
528,5,166,restart,2,7,33.2,0,254
529,10,214,level_up,2,10,21.4,1,504
530,10,117,quit,5,5,11.7,1,510
531,7,72,level_up,2,8,10.285714285714286,0,354
532,10,64,level_up,6,2,6.4,1,512
533,5,205,play,4,9,41.0,0,258
534,3,209,level_up,6,6,69.66666666666667,0,162
535,7,72,get_help,1,9,10.285714285714286,0,352
536,2,277,get_help,3,2,138.5,0,106
537,9,274,play,1,3,30.444444444444443,0,452
538,10,95,quit,3,8,9.5,1,506
539,10,166,quit,4,1,16.6,1,508
540,1,32,level_up,2,10,32.0,0,54
541,6,11,level_up,6,7,1.8333333333333333,0,312
542,7,217,level_up,5,7,31.0,0,360
543,8,289,quit,6,1,36.125,0,412
544,10,102,restart,4,9,10.2,1,508
545,9,267,get_help,1,8,29.666666666666668,0,452
546,2,214,restart,5,4,107.0,0,110
547,10,179,restart,2,10,17.9,1,504
548,2,88,quit,4,5,44.0,0,108
549,5,41,restart,5,2,8.2,0,260
550,5,76,play,4,9,15.2,0,258
551,6,46,level_up,4,6,7.666666666666667,0,308
552,3,160,play,2,3,53.333333333333336,0,154
553,8,80,get_help,3,7,10.0,0,406
554,1,86,level_up,5,9,86.0,0,60
555,6,92,restart,2,3,15.333333333333334,0,304
556,4,148,get_help,4,2,37.0,0,208
557,1,161,level_up,2,7,161.0,0,54
558,7,202,restart,3,7,28.857142857142858,0,356
559,9,242,play,6,4,26.88888888888889,0,462
560,4,2,level_up,5,9,0.5,0,210
561,4,225,restart,3,8,56.25,0,206
562,6,289,play,1,1,48.166666666666664,0,302
563,3,233,get_help,5,1,77.66666666666667,0,160
564,6,77,get_help,3,5,12.833333333333334,0,306
565,7,116,get_help,4,6,16.571428571428573,0,358
566,10,154,get_help,5,3,15.4,1,510
567,10,103,quit,5,9,10.3,1,510
568,3,194,level_up,2,10,64.66666666666667,0,154
569,7,166,level_up,4,6,23.714285714285715,0,358
570,3,90,quit,1,4,30.0,0,152
571,2,174,restart,6,7,87.0,0,112
572,10,122,restart,3,8,12.2,1,506
573,4,143,get_help,2,9,35.75,0,204
574,8,106,play,3,6,13.25,0,406
575,9,123,restart,1,6,13.666666666666666,0,452
576,7,9,play,1,8,1.2857142857142858,0,352
577,1,262,level_up,5,5,262.0,0,60
578,3,73,play,1,3,24.333333333333332,0,152
579,9,223,level_up,3,3,24.77777777777778,0,456
580,1,41,quit,4,6,41.0,0,58
581,9,204,quit,4,2,22.666666666666668,0,458
582,8,264,get_help,5,6,33.0,0,410
583,1,178,restart,6,6,178.0,0,62
584,6,84,get_help,3,8,14.0,0,306
585,5,111,level_up,3,7,22.2,0,256
586,6,251,get_help,1,8,41.833333333333336,0,302
587,10,7,play,3,9,0.7,1,506
588,5,84,level_up,2,6,16.8,0,254
589,6,208,quit,6,3,34.666666666666664,0,312
590,5,22,restart,1,10,4.4,0,252
591,5,3,level_up,2,3,0.6,0,254
592,4,127,level_up,5,1,31.75,0,210
593,3,297,play,4,5,99.0,0,158
594,3,188,restart,5,4,62.666666666666664,0,160
595,4,14,quit,4,9,3.5,0,208
596,9,12,level_up,5,9,1.3333333333333333,0,460
597,2,87,level_up,3,5,43.5,0,106
598,9,12,play,2,10,1.3333333333333333,0,454
599,1,25,get_help,4,4,25.0,0,58
600,1,243,quit,1,7,243.0,0,52
601,5,122,restart,2,6,24.4,0,254
602,6,147,level_up,1,4,24.5,0,302
603,6,55,level_up,2,10,9.166666666666666,0,304
604,3,238,quit,2,2,79.33333333333333,0,154
605,7,173,get_help,5,1,24.714285714285715,0,360
606,9,221,level_up,4,4,24.555555555555557,0,458
607,10,119,quit,4,4,11.9,1,508
608,8,183,play,2,1,22.875,0,404
609,6,288,get_help,3,6,48.0,0,306
610,8,300,restart,3,4,37.5,0,406
611,5,82,level_up,1,1,16.4,0,252
612,8,211,quit,1,1,26.375,0,402
613,10,150,play,5,1,15.0,1,510
614,4,37,restart,2,8,9.25,0,204
615,10,59,quit,1,10,5.9,1,502
616,8,131,quit,1,8,16.375,0,402
